client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
325d23d9f57dd4495939f5f62e67e55614a938264e4ae1dd625e66aa9b9bd124fb99119b3caab3882e6b762019dd07e2dd608d2af27cc11f5f339f1f27150d40	common_voice_vi_41939057.mp3	438eec47d04ced7b57f823cc2bdcb1193eda6c94f29e7d90ef4c85f3d4076177	Đoạn đường này hay xảy ra tai nạn như chuyện vừa rồi đó		0	0					vi	
325d23d9f57dd4495939f5f62e67e55614a938264e4ae1dd625e66aa9b9bd124fb99119b3caab3882e6b762019dd07e2dd608d2af27cc11f5f339f1f27150d40	common_voice_vi_41939058.mp3	3ba5a122df3b4c4c6fc7411a618e87191eaebf0c3915d1d2159eb8548023fd26	Mà Trinh đã thấy dạo rực		0	0					vi	
325d23d9f57dd4495939f5f62e67e55614a938264e4ae1dd625e66aa9b9bd124fb99119b3caab3882e6b762019dd07e2dd608d2af27cc11f5f339f1f27150d40	common_voice_vi_41939059.mp3	427d658f07854e94e8cbef6a10a7b53ff58e2f67ea7d2c89dedf89e84828fd09	Yêu là chết ở trong lòng một ít		0	0					vi	
325d23d9f57dd4495939f5f62e67e55614a938264e4ae1dd625e66aa9b9bd124fb99119b3caab3882e6b762019dd07e2dd608d2af27cc11f5f339f1f27150d40	common_voice_vi_41939060.mp3	38e7abdc6e475be14a6bbe105014d1f3ecbaaa877680e5692a44719b5193dec1	Việc tôi nằm trên giường là do cô mà		0	0					vi	
325d23d9f57dd4495939f5f62e67e55614a938264e4ae1dd625e66aa9b9bd124fb99119b3caab3882e6b762019dd07e2dd608d2af27cc11f5f339f1f27150d40	common_voice_vi_41939061.mp3	40c6a8cbac3bca809d6c561bea04e4ea2631efe6fcb2d58da5a691b3e37901f5	Tưới cây thì cần nước		0	0					vi	
325d23d9f57dd4495939f5f62e67e55614a938264e4ae1dd625e66aa9b9bd124fb99119b3caab3882e6b762019dd07e2dd608d2af27cc11f5f339f1f27150d40	common_voice_vi_41939062.mp3	87edb9e44de888f3f90b2c03e0cca59bccb1971cbf375f4735738b29b6666413	Trong lòng anh dòng nhiệt huyết trào dâng		0	0					vi	
325d23d9f57dd4495939f5f62e67e55614a938264e4ae1dd625e66aa9b9bd124fb99119b3caab3882e6b762019dd07e2dd608d2af27cc11f5f339f1f27150d40	common_voice_vi_41939063.mp3	91519c0fd496959ddc383b3addd3efe1133b5fd36f3b7bf8af7291808f53d653	Anh bỏ đi dấu chân còn để lại		0	0					vi	
003608ced12eb5024ebeb037f87a70fd85f20714a9046ed6863c4a2cfbf43fa709358c4ff384f0a4ac6af2fba8d0bfaacb90dd3d3ff781f4d27d1d5980e8de3b	common_voice_vi_41973568.mp3	45e609219623ce625babcc9dd56354566a00e77b626b6ed13493c1ab6205bb48	sự xa lánh		0	0					vi	
003608ced12eb5024ebeb037f87a70fd85f20714a9046ed6863c4a2cfbf43fa709358c4ff384f0a4ac6af2fba8d0bfaacb90dd3d3ff781f4d27d1d5980e8de3b	common_voice_vi_41973569.mp3	3901677840a37ad1126ea7d58e055e53fd43287b4462789e38cce0f7cc10fe29	tao tại tao không biết		0	0					vi	
003608ced12eb5024ebeb037f87a70fd85f20714a9046ed6863c4a2cfbf43fa709358c4ff384f0a4ac6af2fba8d0bfaacb90dd3d3ff781f4d27d1d5980e8de3b	common_voice_vi_41973570.mp3	0079db21aa1fc37bcb50b5f59df936f25a1c9f08804a58f789b5e868afe08c91	Đàn bà con gái ai cũng có lòng đố kỵ		0	0					vi	
003608ced12eb5024ebeb037f87a70fd85f20714a9046ed6863c4a2cfbf43fa709358c4ff384f0a4ac6af2fba8d0bfaacb90dd3d3ff781f4d27d1d5980e8de3b	common_voice_vi_41973571.mp3	2bf590fe41de4f08c58f79390158a0a3d7316dc7b60b82c94cd3cccff8b8437d	Trâu già thích gặm cỏ non.		0	0					vi	
003608ced12eb5024ebeb037f87a70fd85f20714a9046ed6863c4a2cfbf43fa709358c4ff384f0a4ac6af2fba8d0bfaacb90dd3d3ff781f4d27d1d5980e8de3b	common_voice_vi_41973572.mp3	2438d7ed6fb2ee50cd7fd1af3b0a2e010fdd7832612f6eb64dfce642bf5dcc22	Chồng chồng của mẹ		0	0					vi	
652904fffcc160780492a67736c7c647a3e2498a56b2441f1fe47abf43a683713443e2180404a9f8d0b00b5c7fd8018b82c208f8271a6a0ae3b09475c2c07e89	common_voice_vi_42010119.mp3	32bd560fc8514383b17a7de000c455967440f7078681373c3767ff069556dadc	Lúc nửa đêm tự nhiên cửa bị bật ra		0	0					vi	
652904fffcc160780492a67736c7c647a3e2498a56b2441f1fe47abf43a683713443e2180404a9f8d0b00b5c7fd8018b82c208f8271a6a0ae3b09475c2c07e89	common_voice_vi_42010120.mp3	28d95b82f41a9390262c92b5029431054b51d284c899971a107f45d5f2bf97d5	Khi nhắm mắt lại Trinh nói một mình		0	0					vi	
652904fffcc160780492a67736c7c647a3e2498a56b2441f1fe47abf43a683713443e2180404a9f8d0b00b5c7fd8018b82c208f8271a6a0ae3b09475c2c07e89	common_voice_vi_42010121.mp3	48e2cf2ea6f568067994c8484c2c40ae691ced2ffe5271a6323a129a05d2908b	Ai đã sinh con		0	0					vi	
652904fffcc160780492a67736c7c647a3e2498a56b2441f1fe47abf43a683713443e2180404a9f8d0b00b5c7fd8018b82c208f8271a6a0ae3b09475c2c07e89	common_voice_vi_42010122.mp3	411855714ca6eedc56b246f2f3272dba4fba43e65950845ff07d3ab527bad56b	tại sao lại thế cơ chứ		0	0					vi	
652904fffcc160780492a67736c7c647a3e2498a56b2441f1fe47abf43a683713443e2180404a9f8d0b00b5c7fd8018b82c208f8271a6a0ae3b09475c2c07e89	common_voice_vi_42010123.mp3	496f07bc11d2b41624ef596b23f024bd238786c89d51e674a9936e3a2822ee2e	Trên tay cầm những vần thơ		0	0					vi	
26f5d5290063b5e7546a277bcdfa54833e1199d69fbbabf949cb14579a728f256870c4bcdfba0bff9a5157cf34f0bda8bd9982e4cd7e744aa1da1cc117f9fc17	common_voice_vi_42010134.mp3	15d8b0c925c7d95244ace9eb40d8affa87f9348d94c471eb588042b0b09064b1	Là trong nhà lại xuất hiện tiếng động lạ không		0	0					vi	
26f5d5290063b5e7546a277bcdfa54833e1199d69fbbabf949cb14579a728f256870c4bcdfba0bff9a5157cf34f0bda8bd9982e4cd7e744aa1da1cc117f9fc17	common_voice_vi_42010135.mp3	3c75c846f839cd8a999afe029a862f0ee5e44f5ea32f16c08da85d02d8880cdf	Tương lai rạng, học trò ngoan lớp lớp..		0	0					vi	
26f5d5290063b5e7546a277bcdfa54833e1199d69fbbabf949cb14579a728f256870c4bcdfba0bff9a5157cf34f0bda8bd9982e4cd7e744aa1da1cc117f9fc17	common_voice_vi_42010136.mp3	e8e1526faa52a2a19a345b95f5020e4e1bd0db106f4b58e61d0eaf8fb61f133f	Chẳng lẽ đây là một kumanthong		0	0					vi	
26f5d5290063b5e7546a277bcdfa54833e1199d69fbbabf949cb14579a728f256870c4bcdfba0bff9a5157cf34f0bda8bd9982e4cd7e744aa1da1cc117f9fc17	common_voice_vi_42010137.mp3	30cedcb9d68d5a7c838e195c334b9b4affdf1c112f839b26c26f6f3b1bfec311	Ai vừa nói vậy		0	0					vi	
26f5d5290063b5e7546a277bcdfa54833e1199d69fbbabf949cb14579a728f256870c4bcdfba0bff9a5157cf34f0bda8bd9982e4cd7e744aa1da1cc117f9fc17	common_voice_vi_42010138.mp3	44b4b9955ec734fd691e7bdfd8c2eba88bff88cda22b9ff7a3366bbc3c4382a6	Bà nội của Thảo cũng mắng bố thảo		0	0					vi	
26f5d5290063b5e7546a277bcdfa54833e1199d69fbbabf949cb14579a728f256870c4bcdfba0bff9a5157cf34f0bda8bd9982e4cd7e744aa1da1cc117f9fc17	common_voice_vi_42010151.mp3	460a617b05c20eceae7711b278d0de8f97a6339a52b0c64861344fd8209dfb6e	Lên núi đặt lờ		0	0					vi	
26f5d5290063b5e7546a277bcdfa54833e1199d69fbbabf949cb14579a728f256870c4bcdfba0bff9a5157cf34f0bda8bd9982e4cd7e744aa1da1cc117f9fc17	common_voice_vi_42010153.mp3	35a99e8639b4f4d4db4d95667dfcd2b0a49c472d7f5e1af9719770fd60134b6b	Nghe thấy tiếng gọi mà không thế nào phát ra để trả lời		0	0					vi	
26f5d5290063b5e7546a277bcdfa54833e1199d69fbbabf949cb14579a728f256870c4bcdfba0bff9a5157cf34f0bda8bd9982e4cd7e744aa1da1cc117f9fc17	common_voice_vi_42010154.mp3	0068840a029dcde03c5430cf7cc14e126c8ac3772c95bc814c61e2735a5d6e57	Mai sẽ là một ngày thật đặc biệt		0	0					vi	
26f5d5290063b5e7546a277bcdfa54833e1199d69fbbabf949cb14579a728f256870c4bcdfba0bff9a5157cf34f0bda8bd9982e4cd7e744aa1da1cc117f9fc17	common_voice_vi_42010156.mp3	4750ac9c77e72ee7c0b3e9432bb7bec39085e060d6cb96230f8b36eb4804f768	Tình bạn của ta		0	0					vi	
26f5d5290063b5e7546a277bcdfa54833e1199d69fbbabf949cb14579a728f256870c4bcdfba0bff9a5157cf34f0bda8bd9982e4cd7e744aa1da1cc117f9fc17	common_voice_vi_42010158.mp3	4493f369ceeb512f50fade8fc734ce2ce330b1ea5f0081d8d72f93d287c7cb6c	Hà ni hốt hoảng		0	0					vi	
0dce4e7a1cb241428f466ed75e4848a7015899cc5d8538b9b6bd11d0fee7f60ae5d776cc17c7a0ce683e44171668940ef27a2c1cf9e0290dc4bea530d0c81550	common_voice_vi_42010159.mp3	32558b950b52509adddf11f6f9cd53cd2391a15566458bb8b6a14d7b698f6193	kẻ vô sỉ		0	0					vi	
0dce4e7a1cb241428f466ed75e4848a7015899cc5d8538b9b6bd11d0fee7f60ae5d776cc17c7a0ce683e44171668940ef27a2c1cf9e0290dc4bea530d0c81550	common_voice_vi_42010160.mp3	91519c0fd496959ddc383b3addd3efe1133b5fd36f3b7bf8af7291808f53d653	Anh bỏ đi dấu chân còn để lại		0	0					vi	
0dce4e7a1cb241428f466ed75e4848a7015899cc5d8538b9b6bd11d0fee7f60ae5d776cc17c7a0ce683e44171668940ef27a2c1cf9e0290dc4bea530d0c81550	common_voice_vi_42010161.mp3	02247c2c3274f695f0990f7c3a7535655ed61a22fcdd03e27d5cda3a5a7c4c01	Nhà thầy a xìn đông khách lắm		0	0					vi	
0dce4e7a1cb241428f466ed75e4848a7015899cc5d8538b9b6bd11d0fee7f60ae5d776cc17c7a0ce683e44171668940ef27a2c1cf9e0290dc4bea530d0c81550	common_voice_vi_42010162.mp3	207fbc183998e3cb8f6de05a471f73edb70f2ae3bf9a5b072a3d7bce9d489b28	Anh là chồng của Nhi anh đừng khách sáo như vậy		0	0					vi	
0dce4e7a1cb241428f466ed75e4848a7015899cc5d8538b9b6bd11d0fee7f60ae5d776cc17c7a0ce683e44171668940ef27a2c1cf9e0290dc4bea530d0c81550	common_voice_vi_42010163.mp3	27653fa9d14138a6ce7960c0e87abd54707a7fb02771a13ef39986e5d2eea226	Hà ni vội hỏi		0	0					vi	
77efb04e199216e699cbb868f261ef226d05ad8ef7032b8d18e864f287367ba8eea91f1f8efd7bb56d6ac342a427158f7594b4f0cf669000ca5041060ed481bf	common_voice_vi_42174590.mp3	49bf0704884aaa82ff98d9c8a70cfa5c7f06a2e3ab6483996684b28e05443137	em muốn co chân chạy mà chạy không được		0	0					vi	
77efb04e199216e699cbb868f261ef226d05ad8ef7032b8d18e864f287367ba8eea91f1f8efd7bb56d6ac342a427158f7594b4f0cf669000ca5041060ed481bf	common_voice_vi_42174591.mp3	03eea97b0f53b0f02d60dd386dcd60982fb49c7ae69f7a0bce0caf78ab42c645	Cứu một mạng người		0	0					vi	
77efb04e199216e699cbb868f261ef226d05ad8ef7032b8d18e864f287367ba8eea91f1f8efd7bb56d6ac342a427158f7594b4f0cf669000ca5041060ed481bf	common_voice_vi_42174592.mp3	017d05e7fe0cb22786c7a33a8dd7a974c6ccda8aedeac251f620b6c3f09d2899	Lời yêu thương...thật dịu dàng ấm êm.		0	0					vi	
47f3bb7db8ec3ee4a40b5742a07e65d5da00480c73902ba219ce27d01da6c56b40bbd2a23b8a690cce681cb7a455ee0c5cba041724f40db80066af736e07fca2	common_voice_vi_42392379.mp3	3d0630dc41127ac58136d30dcd4c38d71ee7db4f3b568361b1b5de0ab61e8db5	Váy trời ban phước		0	0	twenties	female_feminine			vi	
47f3bb7db8ec3ee4a40b5742a07e65d5da00480c73902ba219ce27d01da6c56b40bbd2a23b8a690cce681cb7a455ee0c5cba041724f40db80066af736e07fca2	common_voice_vi_42392380.mp3	3cbfcf3c0f7f9da6d4b1f5fd1171c8d68f34fa4ec2d17643e81db420b4195c44	Vụng chèo khéo trống		0	0	twenties	female_feminine			vi	
47f3bb7db8ec3ee4a40b5742a07e65d5da00480c73902ba219ce27d01da6c56b40bbd2a23b8a690cce681cb7a455ee0c5cba041724f40db80066af736e07fca2	common_voice_vi_42392381.mp3	436e11dc9d988953bab2bfaea78d05de838058f12987efa1b1b1506f123b59c9	Tìm chung nhịp đập một lòng nên đôi.		0	0	twenties	female_feminine			vi	
47f3bb7db8ec3ee4a40b5742a07e65d5da00480c73902ba219ce27d01da6c56b40bbd2a23b8a690cce681cb7a455ee0c5cba041724f40db80066af736e07fca2	common_voice_vi_42392382.mp3	95559089f1b75f841d0a9cb18b3069becc731ee20f541c7d7cfa539f891a0906	Tháng mười thương nhớ ngẩn ngơ		0	0	twenties	female_feminine			vi	
47f3bb7db8ec3ee4a40b5742a07e65d5da00480c73902ba219ce27d01da6c56b40bbd2a23b8a690cce681cb7a455ee0c5cba041724f40db80066af736e07fca2	common_voice_vi_42392383.mp3	2da35baeda96f748eded136541d635e388f6b69fb9519a8a26252768a4e6d8af	ba người vàotrong bệnh viện sẽ hỏi thăm phòng của Phương		0	0	twenties	female_feminine			vi	
47f3bb7db8ec3ee4a40b5742a07e65d5da00480c73902ba219ce27d01da6c56b40bbd2a23b8a690cce681cb7a455ee0c5cba041724f40db80066af736e07fca2	common_voice_vi_42392384.mp3	1c4c28f2cc4121d183d399c5dbc85eec57acbccf020be482970345a153109c50	em liền cầu xin		0	0	twenties	female_feminine			vi	
47f3bb7db8ec3ee4a40b5742a07e65d5da00480c73902ba219ce27d01da6c56b40bbd2a23b8a690cce681cb7a455ee0c5cba041724f40db80066af736e07fca2	common_voice_vi_42392385.mp3	dc44b978fab44750f38c89b691ac8529d9106967a273a1fb53c287455646fa6e	Tháng mười về con tim anh thầm nhắc		0	0	twenties	female_feminine			vi	
47f3bb7db8ec3ee4a40b5742a07e65d5da00480c73902ba219ce27d01da6c56b40bbd2a23b8a690cce681cb7a455ee0c5cba041724f40db80066af736e07fca2	common_voice_vi_42392386.mp3	3d80d458e0d5fa7720a8e51bf6eff27d585b587a3dc5a941399ff87c45baf89f	Không Tao không muốn		0	0	twenties	female_feminine			vi	
47f3bb7db8ec3ee4a40b5742a07e65d5da00480c73902ba219ce27d01da6c56b40bbd2a23b8a690cce681cb7a455ee0c5cba041724f40db80066af736e07fca2	common_voice_vi_42392387.mp3	2a7d33d8d40f4fba886b0d7e756d4e6c90873867151bc946d46d83582fe2955d	Hãy cố giữ gìn		0	0	twenties	female_feminine			vi	
47f3bb7db8ec3ee4a40b5742a07e65d5da00480c73902ba219ce27d01da6c56b40bbd2a23b8a690cce681cb7a455ee0c5cba041724f40db80066af736e07fca2	common_voice_vi_42392388.mp3	4a5ad801a72a6aca3738972a820e494166e2095b04d2855d0bb66ced7b367580	Sáng ngày hôm sau		0	0	twenties	female_feminine			vi	
47f3bb7db8ec3ee4a40b5742a07e65d5da00480c73902ba219ce27d01da6c56b40bbd2a23b8a690cce681cb7a455ee0c5cba041724f40db80066af736e07fca2	common_voice_vi_42392389.mp3	3b06454629aaaedb583ad8fd861fb544766313a392dce500feddb1f322e8b31b	Ẩn trong thi tứ những điều thiêng liêng		0	0	twenties	female_feminine			vi	
47f3bb7db8ec3ee4a40b5742a07e65d5da00480c73902ba219ce27d01da6c56b40bbd2a23b8a690cce681cb7a455ee0c5cba041724f40db80066af736e07fca2	common_voice_vi_42392390.mp3	41520641435f8c5f6ca77624f13275e2585dc2cb29389dc1140eb906a41dd8b0	Việc làm ăn quá thuận lợi		0	0	twenties	female_feminine			vi	
47f3bb7db8ec3ee4a40b5742a07e65d5da00480c73902ba219ce27d01da6c56b40bbd2a23b8a690cce681cb7a455ee0c5cba041724f40db80066af736e07fca2	common_voice_vi_42392391.mp3	367c605816a10ca1260391f4315a23f1946a78e762c56a5d4c6883510c66fc4f	Phong ngạc nhiên hỏi		0	0	twenties	female_feminine			vi	
47f3bb7db8ec3ee4a40b5742a07e65d5da00480c73902ba219ce27d01da6c56b40bbd2a23b8a690cce681cb7a455ee0c5cba041724f40db80066af736e07fca2	common_voice_vi_42392392.mp3	47715d6c62fe69eff499d0466ed23588002fe4d19eb76a88ba4aa28ce6ade896	Nhưng bi kịch của anh bây giờ mới chỉ thực sự bắt đầu		0	0	twenties	female_feminine			vi	
47f3bb7db8ec3ee4a40b5742a07e65d5da00480c73902ba219ce27d01da6c56b40bbd2a23b8a690cce681cb7a455ee0c5cba041724f40db80066af736e07fca2	common_voice_vi_42392393.mp3	02cf78c21144cf7be7c65be5123c2e9cbdfc79306d9dacc237569135316f7605	Đã trải qua gần hết cuộc đời		0	0	twenties	female_feminine			vi	
47f3bb7db8ec3ee4a40b5742a07e65d5da00480c73902ba219ce27d01da6c56b40bbd2a23b8a690cce681cb7a455ee0c5cba041724f40db80066af736e07fca2	common_voice_vi_42392399.mp3	428ebc6a9622f84a204c684f3505bc77fe189784ea7f967d8d69c80538320259	ở một số đền thờ và chùa ở Việt Nam		0	0	twenties	female_feminine			vi	
47f3bb7db8ec3ee4a40b5742a07e65d5da00480c73902ba219ce27d01da6c56b40bbd2a23b8a690cce681cb7a455ee0c5cba041724f40db80066af736e07fca2	common_voice_vi_42392400.mp3	2d3b016472b8c067f906c14d02b2141fb223d27cb06d92998e7664e2ca84d194	Con làm xong rồi mẹ thưởng cho con đi mẹ		0	0	twenties	female_feminine			vi	
47f3bb7db8ec3ee4a40b5742a07e65d5da00480c73902ba219ce27d01da6c56b40bbd2a23b8a690cce681cb7a455ee0c5cba041724f40db80066af736e07fca2	common_voice_vi_42392401.mp3	470d5ecd7db97ac74bb278bd72e135f6291bbe628d36fa16f45bb365031aec5c	Mẹ là bình minh		0	0	twenties	female_feminine			vi	
47f3bb7db8ec3ee4a40b5742a07e65d5da00480c73902ba219ce27d01da6c56b40bbd2a23b8a690cce681cb7a455ee0c5cba041724f40db80066af736e07fca2	common_voice_vi_42392402.mp3	49e130eeb7c5c3737d6b574ab46b7999dad02cf2f45f69aad071a189d2c2478f	Chỉ có học hành thi cử		0	0	twenties	female_feminine			vi	
47f3bb7db8ec3ee4a40b5742a07e65d5da00480c73902ba219ce27d01da6c56b40bbd2a23b8a690cce681cb7a455ee0c5cba041724f40db80066af736e07fca2	common_voice_vi_42392403.mp3	47ddd2118cad11bf9d04faf27548c3dfc81be33b371ebfa07ef3d1913b1358a9	Nói không tin thì không phải		0	0	twenties	female_feminine			vi	
47f3bb7db8ec3ee4a40b5742a07e65d5da00480c73902ba219ce27d01da6c56b40bbd2a23b8a690cce681cb7a455ee0c5cba041724f40db80066af736e07fca2	common_voice_vi_42392404.mp3	25bb56856beae3bed1c956c71036db31e8dc638a709526af3c7470a74438e247	Năm tháng mỏi mòn		0	0	twenties	female_feminine			vi	
47f3bb7db8ec3ee4a40b5742a07e65d5da00480c73902ba219ce27d01da6c56b40bbd2a23b8a690cce681cb7a455ee0c5cba041724f40db80066af736e07fca2	common_voice_vi_42392405.mp3	632d12ad953639934e16d716f8a7ce8db286b51703e5595bd79abbad39e4e116	Gửi hương yêu thắp lửa mộng lòng xinh		0	0	twenties	female_feminine			vi	
47f3bb7db8ec3ee4a40b5742a07e65d5da00480c73902ba219ce27d01da6c56b40bbd2a23b8a690cce681cb7a455ee0c5cba041724f40db80066af736e07fca2	common_voice_vi_42392406.mp3	44acb45d005ba80019990555616665b57a9bb906ffba731f063e83514a30932f	Bàn lại kế hoạch rồi đi nghỉ ngơi		0	0	twenties	female_feminine			vi	
47f3bb7db8ec3ee4a40b5742a07e65d5da00480c73902ba219ce27d01da6c56b40bbd2a23b8a690cce681cb7a455ee0c5cba041724f40db80066af736e07fca2	common_voice_vi_42392407.mp3	0145c7a101e085b54f58bab30ed1768d5707e470a10bf47c0f13ec30bb4f092c	Vợ chồng tôi vẫn đang điều trị cho Ngọc		0	0	twenties	female_feminine			vi	
